model,car_type,fuel_type,max_speed,avg_destroy_degree,speed_avg_mean,speed_avg_std,min_rating,mean_rating,driver_rating_mean,driver_accident_mean,total_work_duration,target_class,target_reg
Mercedes-Benz E200,business,petrol,175.24442527517795,3.8485714285714283,48.724137931034484,13.745994397252764,0.1,4.447126436781609,8.086206896551724,9.739884393063583,894,engine_overheat,45.48
Nissan Qashqai,standart,petrol,181.59713594116903,3.68,50.764367816091955,14.995440362955602,0.1,3.897471264367816,7.787931034482758,8.313953488372093,984,engine_overheat,41.79
Smart ForTwo,economy,petrol,186.1179531519749,4.731428571428571,50.3448275862069,13.918696691865923,0.1,4.130114942528736,7.908620689655172,9.264367816091953,863,engine_overheat,24.05
Renault Kaptur,standart,petrol,156.0,3.1457142857142855,43.804597701149426,9.4628437726175,0.1,4.571494252873563,8.059770114942529,18.204918032786885,1023,engine_check,42.96
Mini Cooper,business,petrol,195.2360632275796,3.0885714285714285,50.68390804597701,14.091692904557323,0.1,4.074942528735632,8.017816091954023,7.390804597701149,912,engine_ignition,62.44
Kia Sportage,standart,petrol,112.2626779670123,3.6885714285714286,45.172413793103445,9.888636435632023,0.33,5.331206896551724,7.998850574712644,6.9655172413793105,859,break_bug,43.41
Kia Rio,economy,petrol,177.13405127768635,3.748571428571428,49.89655172413793,14.92798472417006,0.1,4.217011494252874,7.8356321839080465,9.275862068965518,876,engine_overheat,35.53
Nissan Qashqai,standart,petrol,197.5346514078148,4.694285714285715,51.05747126436781,15.520529996491808,0.1,4.1498275862068965,7.8373563218390805,8.948275862068966,956,engine_overheat,26.38
VW Tiguan,economy,petrol,183.49692933404805,2.3342857142857145,49.339080459770116,14.371011736837096,0.1,4.067528735632184,7.9672413793103445,6.982758620689655,936,engine_ignition,77.26
Renault Sandero,standart,petrol,185.33961233674796,3.237142857142857,49.37356321839081,13.797192977228866,0.0,3.916206896551724,8.020689655172413,7.689655172413793,857,electro_bug,34.81
Hyundai Solaris,economy,petrol,101.33342383388566,3.237142857142857,44.51724137931034,10.229575244704145,0.1,4.660172413793103,7.80632183908046,9.44767441860465,927,gear_stick,31.51
Kia Rio X,economy,petrol,172.0510387003145,2.6228571428571428,50.41379310344828,14.514136401157229,0.0,4.278965517241379,8.030459770114943,8.454022988505747,829,electro_bug,43.21
Smart ForTwo,economy,petrol,110.02402089612136,3.4657142857142857,44.02873563218391,9.740225965568841,0.1,4.508448275862069,7.852298850574712,9.098265895953757,985,gear_stick,27.37
Smart ForTwo,economy,petrol,193.7127461972635,4.191428571428571,48.7183908045977,13.975867133577305,0.1,3.9448275862068964,7.850574712643678,9.248554913294798,921,engine_overheat,34.48
VW Polo VI,economy,petrol,192.4459711469768,2.8,47.770114942528735,14.160272644762001,0.1,4.046149425287356,7.749425287356322,9.114942528735632,917,engine_overheat,37.12
Skoda Rapid,economy,petrol,169.08232539229763,3.8,45.98850574712644,11.276856706381764,0.1,4.67183908045977,8.063218390804598,15.263565891472869,848,another_bug,85.55
VW Polo VI,economy,petrol,122.63770448111772,3.105714285714286,44.97701149425287,10.697065678895102,0.36,5.319080459770115,8.020114942528735,7.517241379310345,919,break_bug,46.74
Hyundai Solaris,economy,petrol,113.61741681708182,3.9,45.367816091954026,9.597826033385807,0.45,5.414597701149425,8.00919540229885,6.890804597701149,883,break_bug,32.46
Renault Kaptur,standart,petrol,189.4908427961317,4.645714285714286,49.58045977011494,14.58607570293213,0.1,4.275977011494253,7.9126436781609195,9.815028901734104,946,engine_overheat,26.21
Kia Sportage,standart,petrol,181.5948050220017,2.7399999999999998,51.195402298850574,14.214572901962157,0.1,4.044310344827586,7.855747126436782,8.982558139534884,919,engine_overheat,36.86
Kia Rio X,economy,petrol,200.0,3.2142857142857144,43.867816091954026,9.374655221441246,0.94,4.767241379310345,8.083333333333334,13.945736434108527,942,another_bug,63.17
VW Tiguan,economy,petrol,168.47728484452395,3.765714285714286,48.833333333333336,14.175238254650534,0.1,3.9442528735632183,8.047126436781609,16.388429752066116,817,engine_fuel,30.98
Kia Rio X,economy,petrol,199.4113740601043,3.3457142857142856,51.43103448275862,14.669907938486167,0.1,3.995,7.8999999999999995,9.46551724137931,819,engine_overheat,51.84
Nissan Qashqai,standart,petrol,185.27939214918771,2.8885714285714283,51.58620689655172,15.424664374900793,0.1,3.9639655172413795,7.91551724137931,6.655172413793103,975,engine_ignition,59.69
Hyundai Solaris,economy,petrol,177.0,3.505714285714286,43.735632183908045,8.899515827727686,0.12,4.627988505747126,8.063218390804598,17.70175438596491,1064,another_bug,75.9
VW Tiguan,economy,petrol,124.25252355038036,2.782857142857143,43.62643678160919,8.964515271384931,0.1,4.63,8.068965517241379,15.042372881355933,853,wheel_shake,53.18
Skoda Rapid,economy,petrol,197.01095885357128,4.722857142857143,50.724137931034484,14.362112694323521,0.1,3.9722988505747123,7.856896551724137,9.167630057803468,1033,engine_overheat,39.36
Kia Rio,economy,petrol,176.29222859928723,3.617142857142857,50.327586206896555,15.201218308759334,0.0,4.1194252873563215,7.9798850574712645,7.574712643678161,802,electro_bug,34.13
Kia Rio X,economy,petrol,191.08848264225156,3.125714285714286,49.632183908045974,13.961230333620671,0.1,4.167356321839081,7.969540229885058,7.068965517241379,779,engine_ignition,58.78
Skoda Rapid,economy,petrol,188.9783976993745,4.334285714285714,50.51724137931034,15.451854795573253,0.0,4.655459770114942,7.975287356321839,6.839080459770115,914,electro_bug,30.3
Smart ForFour,economy,petrol,198.48929834405112,4.051428571428572,49.195402298850574,14.846683972582186,0.1,4.099540229885058,7.893103448275863,10.431034482758621,918,engine_overheat,34.79
Renault Kaptur,standart,petrol,174.22778926826246,3.5,44.55172413793103,11.046678281565377,0.21,4.839252873563218,8.101149425287355,11.383928571428571,1002,another_bug,67.58
Kia Rio X,economy,petrol,173.3784470017017,3.2114285714285717,47.0919540229885,12.06258456752702,0.0,4.926149425287356,8.079885057471264,7.954022988505747,914,electro_bug,36.61
Renault Kaptur,standart,petrol,106.10855165450626,3.9542857142857146,45.38505747126437,10.851387367527995,0.1,4.51735632183908,7.775287356321839,8.884393063583815,855,gear_stick,25.7
Skoda Rapid,economy,petrol,188.93888746580387,3.0771428571428574,52.01724137931034,15.921946223272297,0.1,3.8498275862068967,8.073563218390804,7.977011494252873,1025,engine_ignition,60.74
Hyundai Solaris,economy,petrol,190.0,3.3028571428571425,44.37931034482759,10.127215526457125,0.1,4.567528735632184,8.091954022988507,16.897435897435898,808,another_bug,99.12
VW Polo,economy,petrol,176.41196496069557,4.445714285714286,51.17816091954023,14.085510328792145,0.1,4.005057471264368,8.120689655172415,20.43548387096774,949,engine_fuel,32.91
Kia Rio X,economy,petrol,182.81232444321336,3.6885714285714286,48.45977011494253,14.640433833634194,0.1,3.967126436781609,7.892528735632184,9.64367816091954,907,engine_overheat,34.74
Renault Sandero,standart,petrol,177.16996506616007,3.1,51.17816091954023,15.225753398122183,0.1,4.11235632183908,8.067241379310346,16.26271186440678,906,engine_fuel,37.76
Renault Sandero,standart,petrol,123.619141685415,4.414285714285715,45.160919540229884,10.466984773459073,0.1,5.20448275862069,8.047701149425286,7.666666666666667,936,break_bug,26.8
Kia Sportage,standart,petrol,106.6379771119483,4.114285714285714,44.41379310344828,9.525204440496115,0.85,5.402298850574713,7.985057471264368,7.17816091954023,1023,break_bug,34.76
Nissan Qashqai,standart,petrol,181.0461654805773,3.3971428571428572,49.741379310344826,14.456104990519078,0.1,4.254425287356321,7.83448275862069,9.601156069364162,842,engine_overheat,51.51
Kia Rio X,economy,petrol,182.2791399577897,4.268571428571429,48.5919540229885,13.525832432073557,0.1,4.097758620689655,7.913218390804598,8.942196531791907,780,engine_overheat,35.02
Smart ForTwo,economy,petrol,184.88662278210808,3.142857142857143,50.695402298850574,13.991503681547101,0.0,4.256264367816092,7.931609195402299,6.977011494252873,876,electro_bug,36.46
VW Polo VI,economy,petrol,179.75906074515763,3.8314285714285714,48.88505747126437,13.47137859783318,0.1,3.985344827586207,8.159770114942528,15.912280701754385,876,engine_fuel,30.67
Smart Coupe,economy,petrol,196.6015272676526,3.5142857142857142,44.672413793103445,9.793925091933174,0.22,4.856896551724138,8.132758620689655,13.98165137614679,892,another_bug,99.0
VW Polo,economy,petrol,198.5944433202849,4.002857142857143,49.4367816091954,15.824690702344302,0.0,4.346206896551724,7.991954022988505,8.005747126436782,859,electro_bug,24.65
Smart ForTwo,economy,petrol,181.0690689368081,3.76,43.88505747126437,9.780747027933174,0.1,4.795919540229885,8.148275862068965,18.871794871794872,1094,another_bug,47.46
Volkswagen ID.4 ,premium,electro,171.0,3.877142857142857,44.90229885057471,10.069509600098339,0.1,4.793275862068965,9.22528735632184,22.02912621359223,1043,another_bug,100.95
Kia Sportage,standart,petrol,191.02478969031603,3.222857142857143,49.62068965517241,14.403549160653444,0.1,3.9530459770114943,7.929885057471264,6.5344827586206895,1007,engine_ignition,50.79
VW Polo,economy,petrol,119.0,3.442857142857143,45.32183908045977,10.748834326232735,0.1,4.567471264367816,8.068390804597701,14.860655737704919,849,wheel_shake,35.18
Kia Sportage,standart,petrol,191.9809966070908,2.1685714285714286,48.58620689655172,14.198470750625518,0.1,4.288045977011494,7.922988505747126,7.057471264367816,845,engine_ignition,68.67
Hyundai Solaris,economy,petrol,136.88354743464512,2.9228571428571426,44.672413793103445,11.116390956472772,0.1,5.322011494252873,7.859195402298851,7.339080459770115,797,break_bug,49.52
Kia Rio,economy,petrol,105.05018426587966,3.337142857142857,45.68390804597701,9.557134230337976,0.1,4.392011494252873,7.842528735632183,8.491329479768787,856,gear_stick,30.81
Smart ForTwo,economy,petrol,200.0,3.3400000000000003,48.92528735632184,14.396135627841762,0.0,4.191091954022989,7.959195402298851,7.442528735632184,864,electro_bug,34.83
Hyundai Solaris,economy,petrol,191.66632929664712,2.8400000000000003,50.08045977011494,12.831697017242217,0.1,4.2748850574712645,7.741379310344827,8.982758620689655,861,engine_overheat,34.3
Smart ForTwo,economy,petrol,146.07247806839624,3.58,45.0919540229885,11.652117507238676,0.26,4.6451149425287355,8.183333333333334,18.39090909090909,880,wheel_shake,34.63
Kia Rio X-line,economy,petrol,180.94447330813827,3.517142857142857,50.00574712643678,14.01588575455787,0.0,4.294655172413793,7.970689655172414,7.942528735632184,979,electro_bug,37.65
VW Tiguan,economy,petrol,137.91845786696285,3.1942857142857144,44.367816091954026,10.003600441469656,0.1,4.669022988505747,8.128735632183908,15.11111111111111,830,wheel_shake,46.37
Hyundai Solaris,economy,petrol,173.0,3.237142857142857,45.97701149425287,11.911015945073606,0.65,4.761091954022988,8.176436781609196,16.511627906976745,822,another_bug,79.84
Kia Rio,economy,petrol,131.8727997742751,3.1599999999999997,44.82183908045977,11.302840456211857,0.1,4.368850574712644,8.086781609195402,15.786324786324787,877,wheel_shake,31.35
Skoda Rapid,economy,petrol,199.88926587922344,3.0914285714285716,49.02298850574713,14.222409258675347,0.1,4.341034482758621,7.899425287356322,9.705202312138729,770,engine_overheat,55.78
VW Polo VI,economy,petrol,99.40808742247174,3.325714285714286,44.741379310344826,10.127899447538654,0.1,4.56867816091954,7.735057471264368,8.751445086705202,1034,gear_stick,26.07
Mini Cooper,business,petrol,182.4054623537517,3.1028571428571428,49.62643678160919,14.245721067498634,0.1,4.371149425287356,7.887931034482759,9.327586206896552,963,engine_overheat,52.88
Renault Sandero,standart,petrol,167.53882607433934,4.4,51.10919540229885,16.1289825099269,0.1,4.122413793103448,8.112068965517242,14.543859649122806,914,engine_fuel,37.62
Skoda Rapid,economy,petrol,176.98447366780988,4.088571428571428,52.43103448275862,15.029195559139998,0.1,3.9251149425287357,8.070689655172414,18.446428571428573,916,engine_fuel,31.04
Smart Coupe,economy,petrol,164.44147310022723,2.7885714285714287,50.06896551724138,15.367778846317522,0.1,4.347413793103448,8.037931034482758,16.10924369747899,1003,engine_fuel,46.51
Kia Rio X,economy,petrol,179.7583006041497,2.857142857142857,45.54597701149425,10.426492541971731,0.1,4.60896551724138,8.064942528735632,15.442622950819672,866,engine_check,50.87
Hyundai Solaris,economy,petrol,179.61804476901682,3.4657142857142857,49.64367816091954,13.946203006569391,0.1,4.110114942528735,8.11551724137931,16.852459016393443,965,engine_fuel,29.37
VW Polo VI,economy,petrol,119.0,3.3200000000000003,42.798850574712645,9.63794277155226,0.14,4.780919540229885,8.083908045977012,13.481818181818182,957,wheel_shake,38.22
Kia Rio,economy,petrol,182.0,4.454285714285715,51.94252873563219,14.820978977314232,0.1,3.9791954022988505,7.808045977011494,8.60344827586207,834,engine_overheat,29.61
Smart ForFour,economy,petrol,165.41888157592098,3.431428571428571,49.14942528735632,14.498179064958064,0.1,4.32867816091954,7.991954022988505,7.416184971098266,957,engine_ignition,51.06
Kia Rio,economy,petrol,200.0,4.168571428571429,49.17816091954023,15.033964824102016,0.0,4.202931034482758,7.961494252873563,6.747126436781609,911,electro_bug,32.49
Kia Rio X,economy,petrol,128.6081739429445,3.4571428571428573,43.41954022988506,9.152646909617427,0.1,4.670574712643678,8.09655172413793,15.491379310344827,917,wheel_shake,27.48
Kia Rio X,economy,petrol,155.0373454944734,3.0142857142857142,47.28735632183908,12.061890539015474,0.1,4.378218390804597,8.066091954022989,17.251968503937007,929,engine_fuel,47.34
Smart ForFour,economy,petrol,183.0,3.6485714285714286,43.339080459770116,10.09578240013846,0.1,4.938505747126436,8.191379310344827,15.73873873873874,918,another_bug,87.7
VW Polo,economy,petrol,184.05052424110104,3.1714285714285713,49.64942528735632,14.345371439900779,0.1,4.042643678160919,8.086781609195402,14.836065573770492,987,engine_fuel,44.69
Smart ForFour,economy,petrol,192.0,3.5742857142857143,44.42528735632184,9.815797322916723,0.1,4.6819540229885055,8.070689655172414,15.657657657657658,905,another_bug,67.08
Tesla Model 3,premium,electro,195.2439613171936,3.56,44.747126436781606,11.190126108795297,0.1,4.648448275862069,9.245977011494253,20.782258064516128,858,another_bug,100.42
Smart ForTwo,economy,petrol,177.03417210125264,2.9057142857142857,47.02873563218391,10.725383516281562,0.1,4.3372988505747125,8.077011494252874,15.226086956521739,991,engine_check,56.55
Kia Sportage,standart,petrol,187.0,2.934285714285714,50.2816091954023,14.072726286728765,0.1,3.7486206896551724,7.929885057471264,7.271676300578035,865,engine_ignition,52.49
Smart ForTwo,economy,petrol,162.29877905302413,3.2314285714285713,47.37931034482759,13.27542070509816,0.1,4.267988505747127,8.058045977011494,17.67479674796748,983,engine_fuel,43.06
Hyundai Solaris,economy,petrol,113.68580195567236,3.6114285714285717,43.35632183908046,9.002860189697651,0.1,5.328390804597701,7.97183908045977,6.839080459770115,863,break_bug,31.35
Fiat 500,business,petrol,159.69889100318608,2.982857142857143,45.206896551724135,10.249644495213186,0.1,4.450114942528736,8.149425287356323,18.512396694214875,965,engine_check,54.71
Renault Sandero,standart,petrol,190.9486179582776,3.4542857142857146,51.52873563218391,14.301735276467154,0.1,4.129540229885057,7.8597701149425285,9.46551724137931,955,engine_overheat,44.32
Hyundai Solaris,economy,petrol,185.50880081960668,3.3457142857142856,48.701149425287355,14.634755482595068,0.1,4.10551724137931,7.905172413793103,9.21264367816092,932,engine_overheat,44.97
Kia Rio X,economy,petrol,194.0,3.1114285714285717,44.10919540229885,10.23112255390592,0.33,4.804022988505747,8.051724137931034,14.680327868852459,823,another_bug,108.06
VW Polo,economy,petrol,159.72187442931693,3.7628571428571425,48.95977011494253,14.110775284781447,0.1,4.152873563218391,8.100574712643677,15.108333333333333,1008,engine_fuel,27.25
Smart ForTwo,economy,petrol,191.4318597471467,3.54,49.310344827586206,15.208235025707934,0.1,3.9685057471264367,7.994827586206896,7.190751445086705,746,engine_ignition,50.8
Smart ForFour,economy,petrol,196.0,3.3514285714285714,43.51149425287356,10.587777065457509,0.1,4.886264367816092,8.104022988505747,15.252032520325203,989,another_bug,79.11
Kia Rio X,economy,petrol,126.00949600809513,4.208571428571429,44.695402298850574,9.828840516896395,0.1,4.6994252873563225,8.094827586206897,16.936,940,wheel_shake,23.55
Kia Rio X-line,economy,petrol,185.32600924547597,2.894285714285714,49.235632183908045,14.05878226755747,0.1,4.107126436781609,8.027586206896551,7.402298850574713,929,engine_ignition,57.78
Skoda Rapid,economy,petrol,109.9067149081344,3.931428571428571,44.61494252873563,10.654099362858984,0.1,5.354770114942529,8.01206896551724,7.22543352601156,883,break_bug,20.99
Kia Sportage,standart,petrol,193.3685732877934,3.557142857142857,51.867816091954026,16.13024297881398,0.1,3.842068965517241,8.11609195402299,16.14406779661017,940,engine_fuel,36.64
Renault Sandero,standart,petrol,173.04906333826102,2.6714285714285713,48.95402298850575,14.182874999787035,0.1,4.267183908045977,7.9655172413793105,7.329479768786127,952,engine_ignition,57.56
VW Tiguan,economy,petrol,173.46117014572314,3.9542857142857146,48.48275862068966,14.046053130007543,0.1,4.410057471264368,7.854022988505746,8.597701149425287,986,engine_overheat,56.98
Kia Rio,economy,petrol,196.04508171389597,4.225714285714286,45.310344827586206,10.808164698868318,0.1,4.748850574712644,8.074712643678161,15.78225806451613,975,another_bug,72.59
Smart ForFour,economy,petrol,200.0,3.6599999999999997,43.45977011494253,10.595346996749536,0.1,4.436149425287356,8.136206896551725,16.168316831683168,956,another_bug,64.38
VW Polo VI,economy,petrol,189.8047665509525,3.08,48.54597701149425,13.64477756580435,0.1,4.068620689655172,8.102873563218392,8.241379310344827,760,engine_ignition,49.94
Kia Rio X-line,economy,petrol,126.61832377854712,4.868571428571428,45.660919540229884,11.81724864862996,1.22,5.39235632183908,8.122413793103448,7.488505747126437,860,break_bug,20.39
Nissan Qashqai,standart,petrol,194.8169460268608,3.0771428571428574,49.793103448275865,12.679360982999633,0.1,4.244712643678161,7.9781609195402305,7.385057471264368,932,engine_ignition,53.23
Kia Sportage,standart,petrol,182.0445787879931,2.8457142857142856,47.5632183908046,12.858681554350413,0.1,4.208390804597701,7.958620689655172,7.189655172413793,820,engine_ignition,62.77
VW Polo,economy,petrol,136.63040685162372,4.448571428571428,44.21264367816092,9.874101168988608,0.1,4.446551724137931,8.159770114942528,15.530434782608696,1001,wheel_shake,37.96
Kia Sportage,standart,petrol,179.0,3.9,48.04597701149425,13.852992035884856,0.0,4.258965517241379,8.059195402298851,8.25287356321839,855,electro_bug,38.92
Smart ForFour,economy,petrol,180.25959685932625,2.9971428571428573,51.4080459770115,15.294040687561521,0.1,4.119195402298851,8.061494252873564,7.959537572254336,841,engine_ignition,49.32
Smart ForFour,economy,petrol,120.08519408646436,4.394285714285715,45.54022988505747,9.889919662439445,0.1,5.636091954022988,8.037931034482758,7.7298850574712645,1033,break_bug,24.55
Smart ForFour,economy,petrol,185.30720473884284,2.7,48.229885057471265,13.93187483445415,0.1,3.9786206896551723,7.970114942528736,7.689655172413793,964,engine_ignition,64.18
Smart ForFour,economy,petrol,102.5502181006026,3.52,45.252873563218394,9.88104788480657,0.15,4.374367816091954,7.80632183908046,9.208092485549132,926,gear_stick,31.67
VW Polo,economy,petrol,161.3040638815686,3.1714285714285713,44.95977011494253,10.11686578725111,0.79,4.671551724137931,8.108045977011495,17.776,960,engine_check,40.78
VW Polo,economy,petrol,160.0,2.5771428571428574,44.367816091954026,9.946812243914797,0.1,4.606034482758621,8.188505747126436,17.344,889,engine_check,63.22
Kia Sportage,standart,petrol,176.2560884982147,3.337142857142857,49.89080459770115,14.216518375629214,0.0,4.069367816091955,8.060919540229884,8.32183908045977,809,electro_bug,28.24
Kia Sportage,standart,petrol,110.32876720748573,3.9199999999999995,46.01724137931034,10.927757591914364,0.1,4.5297701149425285,7.772413793103449,9.39080459770115,869,gear_stick,30.2
Renault Sandero,standart,petrol,166.79793971734432,3.1142857142857143,45.48850574712644,10.766968597669624,0.1,4.527126436781609,8.094252873563219,16.695652173913043,976,engine_check,43.8
VW Polo,economy,petrol,189.99768465057588,3.0,49.58620689655172,14.500190729571132,0.1,4.075057471264367,7.909770114942528,10.011695906432749,888,engine_overheat,35.96
Skoda Rapid,economy,petrol,115.0,2.9857142857142858,43.88505747126437,9.582529005195147,0.1,4.68867816091954,7.9689655172413785,18.40650406504065,817,wheel_shake,47.5
Skoda Rapid,economy,petrol,173.46929074424847,3.2857142857142856,48.2816091954023,13.298094337252174,0.1,4.09028735632184,8.036781609195403,7.977011494252873,1187,engine_ignition,54.93
Kia Rio X-line,economy,petrol,149.3680569656025,2.6885714285714286,49.02298850574713,12.87330617310319,0.1,4.206264367816092,8.079885057471264,14.481818181818182,844,engine_fuel,58.01
Mercedes-Benz GLC,business,petrol,176.0704027710107,3.702857142857143,51.189655172413794,16.058192834370875,0.1,3.9744252873563215,8.560919540229884,16.292035398230087,941,engine_fuel,33.69
VW Tiguan,economy,petrol,167.51723312036128,2.48,47.36206896551724,12.485874019462885,0.1,4.050114942528736,7.941379310344828,7.431034482758621,1000,engine_ignition,71.11
Kia Sportage,standart,petrol,156.0,3.1599999999999997,44.06896551724138,10.077495219860863,0.1,4.630862068965517,8.157471264367816,12.991596638655462,801,engine_check,43.05
Kia Rio X-line,economy,petrol,195.2861626427412,3.6457142857142855,49.695402298850574,14.985321589209146,0.0,4.107586206896552,7.960919540229885,7.310344827586207,903,electro_bug,31.9
Nissan Qashqai,standart,petrol,175.61102217329213,4.177142857142857,49.14367816091954,15.135879366472198,0.1,3.9549999999999996,8.16896551724138,15.893805309734514,1203,engine_fuel,24.35
Kia Rio X-line,economy,petrol,112.35296240295077,3.1485714285714286,44.2816091954023,11.573639859268718,0.61,4.432183908045977,7.789080459770115,9.517441860465116,930,gear_stick,31.53
Renault Kaptur,standart,petrol,111.80345313624804,3.362857142857143,45.37931034482759,10.411466976768054,0.1,5.197068965517241,8.010344827586207,7.528735632183908,948,break_bug,33.61
VW Tiguan,economy,petrol,187.92088758471965,3.5714285714285716,49.05172413793103,14.474720735225485,0.1,4.254080459770115,7.862068965517241,9.289017341040463,950,engine_overheat,35.41
BMW 320i,business,petrol,158.50322429837283,2.98,45.6551724137931,10.31955054159367,0.1,4.675919540229885,8.033908045977013,18.5982905982906,886,engine_check,46.24
Renault Sandero,standart,petrol,195.18456912262545,4.102857142857142,48.48850574712644,13.787293515922057,0.1,4.094252873563218,7.885057471264368,9.201149425287356,785,engine_overheat,26.6
Audi A4,premium,petrol,108.51946819318027,3.531428571428571,45.14942528735632,11.514784400213626,0.1,4.557873563218391,7.9270114942528735,9.316091954022989,985,gear_stick,36.64
Kia Sportage,standart,petrol,167.23283788179316,3.417142857142857,44.241379310344826,9.772517223530167,0.1,4.8612068965517246,8.065517241379311,16.43076923076923,968,another_bug,79.69
Kia Rio X,economy,petrol,194.5313150545371,2.842857142857143,48.63793103448276,14.088118565372003,0.1,4.150977011494253,7.933908045977011,7.316091954022989,855,engine_ignition,59.04
Nissan Qashqai,standart,petrol,193.5739295092904,2.677142857142857,49.48275862068966,14.176722816034424,0.1,4.157413793103448,8.059770114942529,7.7298850574712645,869,engine_ignition,59.08
VW Polo,economy,petrol,101.74359099449605,4.34,43.367816091954026,9.925869676990272,0.1,4.523103448275862,7.76264367816092,9.0,960,gear_stick,26.34
Nissan Qashqai,standart,petrol,195.8715085366833,4.134285714285714,49.867816091954026,13.384910788700596,0.1,4.175689655172414,7.836206896551724,9.341040462427745,1021,engine_overheat,38.39
VW Tiguan,economy,petrol,174.15821427344915,3.065714285714286,51.02298850574713,14.357110994344,0.1,4.169942528735633,7.792528735632184,9.36046511627907,847,engine_overheat,58.86
Audi Q3,premium,petrol,185.08461278706253,3.817142857142857,50.18390804597701,14.98479285838935,0.0,4.105919540229885,8.036206896551723,7.074712643678161,803,electro_bug,38.33
Kia Rio X,economy,petrol,103.72493460170924,3.7800000000000002,44.706896551724135,10.317517435676054,0.58,5.449022988505747,7.967816091954023,7.080459770114943,841,break_bug,31.34
Kia Rio X-line,economy,petrol,199.89739857965424,3.7371428571428575,49.804597701149426,14.059608098913127,0.0,4.274597701149425,7.995402298850575,7.867052023121388,866,electro_bug,28.27
